,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SPS1_E077,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,12054743,547,11774621,10925248,3474747,60.97,34429,111,0.8393911570247935,0.0462725136124748,0.0457809917355372,0.023538458153405058,7182,4952,68.95,2470,2991,41.65,3016,79.61,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E078,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,Amoebozoa,19253853,4446,7636283,879247,0,44.77,4421,1544,0.7573523316062176,0.04192366557182376,0.007691191709844559,0.0033462821577550077,9193,5162,56.15,1731,2096,22.8,2708,59.61,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E080,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Chaetocerotales;Chaetocerotaceae;Chaetoceros neogracilis,Ochrophyta,22963492,5363,8969676,1004081,0,41.31,4399,1854,0.7153075652173913,0.049813171954401686,0.03467373913043478,0.026445668979211592,12244,5153,42.09,1595,2049,16.73,2510,60.0,0.78,61.54,2.56,Eukaryota_Bacillariophyta,SPO,SRF,0.8-5
TOPAZ_SPS1_E081,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,Haptophyta,13824492,3215,5435165,984499,0,61.85,4334,1068,0.7923017985611511,0.05666086362339837,0.003687769784172661,0.0036993660828075095,9094,3949,43.42,860,1133,12.46,1818,21.18,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E082,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gonyaulacales;-;-,Dinoflagellata,12362677,3463,2264902,171073,0,56.7,3443,1331,0.6977975806451613,0.0623250443418313,0.10463685483870967,0.02051921614577401,4607,991,21.51,137,153,3.32,640,6.27,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E083,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,5676496,1596,933030,41043,0,53.26,3491,622,0.9519405263157896,0.037628585551415364,0.001166315789473684,0.0009997730120960481,1967,1028,52.26,166,203,10.32,625,6.27,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E084,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;Choanoflagellata;-;Craspedida;Salpingoecidae;Salpingoeca rosetta,Choanozoa,12377782,3132,3571680,274045,0,55.15,3950,1145,0.8063077419354837,0.0348042720505064,0.05383532258064516,0.01115666388708964,5823,2959,50.82,1000,1099,18.87,1909,36.08,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E085,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,12263017,258,12168528,11923048,8850451,60.48,88939,42,0.8475311382113823,0.042089552885711534,0.01855577235772357,0.010305136063221695,7276,5065,69.61,2508,3058,42.03,3057,83.14,0.39,96.58,0.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Bathycoccaceae_Ostreococcus,SPO,SRF,0.8-5
TOPAZ_SPS1_E086,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,Haptophyta,39509906,8590,18307200,4709664,0,64.45,4743,2706,0.7793088636363636,0.046174099822473516,0.014078762626262628,0.010710998912861978,23809,10687,44.89,1793,2957,12.42,2976,53.73,1.96,51.84,8.12,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E087,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,14980483,1728,12433214,8478276,203556,62.05,11779,373,0.8048545333333333,0.038060050964875095,0.010505933333333332,0.011073413391041124,8723,5475,62.77,2574,3065,35.14,3120,86.27,0.0,92.98,1.75,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E088,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,51190385,11997,19816977,4085198,0,65.73,4293,3990,0.8698954101562499,0.03415263934809647,0.0226469140625,0.010822037405312816,22328,10793,48.34,1773,3134,14.04,2932,57.65,0.0,57.89,7.02,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E089,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Haptolina brevifila,Haptophyta,27533498,7148,7112274,629760,0,61.28,3784,2620,0.7526764492753623,0.052812517665558834,0.03503663043478261,0.021146893831447067,14437,6187,42.86,1046,1533,10.62,2144,29.8,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E090,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,5581190,1684,550816,16024,0,44.94,3184,686,0.29769428571428563,0.0821233090684182,0.06718714285714286,0.021521146968429324,1543,208,13.48,18,19,1.23,140,0.0,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E091,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,Chlorophyta,14096842,1989,10981398,5816847,0,60.95,8476,515,0.8207595035460993,0.03227504688651255,0.004976170212765958,0.0054996392737379045,8067,5409,67.05,2630,3137,38.89,3210,80.0,0.0,94.74,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E092,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,6944903,1785,1943048,84429,0,55.53,3878,660,0.8501725714285714,0.06291173473743568,0.0,0.0,4101,2238,54.57,929,1025,24.99,1661,30.2,0.0,33.76,1.28,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E093,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma coloniale,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma coloniale,Chlorophyta,18678377,3432,11326592,3953713,0,69.06,5868,1022,0.7923600534759359,0.040774192169262716,0.011648663101604279,0.011284143236729771,8707,5483,62.97,2376,2906,33.38,3095,81.96,0.0,75.21,0.85,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS4_E030,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,4478059,1147,1217293,282407,0,34.84,3762,399,0.6097786666666665,0.09354176689467536,0.023626888888888888,0.01549790148120021,1758,308,17.52,10,24,1.37,90,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E031,Eukaryota;Metazoa;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Stylophora;-,Eukaryota;Metazoa;Opisthokonta;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Pocilloporidae;Stylophora pistillata,Metazoa,107120494,25305,40822695,5280073,0,37.96,4298,8666,0.4590904664179105,0.07339080021196527,0.11859982276119405,0.025047580018849647,29787,12692,42.61,2160,3119,10.47,3509,52.16,0.0,64.14,33.1,Eukaryota_Apicomplexa_Conoidasida_Eucoccidiorida_Eimeriidae_Eimeria,SPO,SRF,180-2000
TOPAZ_SPS4_E032,Eukaryota;Metazoa;Chordata;Actinopteri;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;Actinopteri;Neopterygii;-;-;-,Metazoa,21713330,7055,565150,10573,0,40.03,2978,3043,0.28657894495412845,0.06349166230234016,0.05349876146788991,0.015740013284327583,6367,1424,22.37,398,436,6.85,955,9.02,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E033,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,175451721,48625,35533951,4120627,0,26.15,3461,18215,0.2309402051282051,0.08710591641036856,1.2051282051282053e-05,0.00015062077696245064,36748,8722,23.73,2124,3214,8.75,3207,53.33,2.35,52.17,13.04,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E034,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,47699268,10500,21223436,6654791,57757,34.54,4545,3186,0.5132293710691823,0.0890318976831067,0.1431705241090147,0.029483401789261513,18959,6351,33.5,1402,1792,9.45,2434,47.84,1.18,48.84,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,180-2000
TOPAZ_SPS4_E035,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,2511641,607,889284,0,0,40.21,4136,215,0.6601126923076921,0.13316075145239628,0.2395284615384615,0.07357864257912741,672,228,33.93,12,16,2.38,47,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E036,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,18747971,5352,3134285,396949,0,37.98,3342,2049,0.4386995212765957,0.10193991811139567,2.324468085106383e-05,0.0001656438236140843,7789,1509,19.37,240,356,4.57,748,6.27,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E037,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,3234837,890,702895,23466,0,34.36,3555,337,0.4536178787878788,0.10310438237629584,0.4843972727272727,0.11130783027460724,781,123,15.75,9,16,2.05,65,0.39,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E038,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Branchiopoda;Phyllopoda;Diplostraca;Daphniidae;Daphnia pulex,Metazoa,33076290,1499,30890516,28890856,19513869,37.71,60372,160,0.5871705135951661,0.1155739795302092,0.009301208459214502,0.013130238309194645,8583,3103,36.15,1748,2015,23.48,2244,41.57,0.0,32.01,0.26,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E039,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,9954867,2845,1504896,30895,0,37.64,3419,1117,0.3716466,0.09848291788142753,0.08451929999999999,0.016978649961348517,2983,785,26.32,250,275,9.22,625,5.88,0.0,6.39,0.22,Eukaryota_Metazoa,SPO,SRF,180-2000
TOPAZ_SPS4_E040,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,26051143,6201,9882278,2512807,0,36.73,4157,2025,0.5627017624521073,0.08757026999900343,0.03500827586206896,0.014284325268221269,13144,3812,29.0,715,889,6.76,1607,25.1,0.0,28.95,2.63,Eukaryota_Apicomplexa,SPO,SRF,180-2000
TOPAZ_SPS4_E041,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,168067647,40106,61620397,15278389,52236,24.2,4134,13142,0.2444821534800714,0.09260819933686573,0.20727198691255205,0.044843070640974494,29230,7440,25.45,1171,1542,5.28,2489,39.22,0.78,30.49,4.86,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E042,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,5981283,1748,787321,64905,0,42.63,3294,690,0.5075601666666666,0.0669399867416496,0.03645166666666667,0.007067379327272278,2392,604,25.25,119,135,5.64,374,1.57,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E043,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,4027230,1085,921387,123277,0,45.89,3598,399,0.7473870731707317,0.10643137562891376,0.0028595121951219514,0.001972553070440676,1994,760,38.11,322,351,17.6,680,10.98,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E044,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,2554645,720,457311,81359,0,44.99,3379,273,0.6367173076923076,0.11322325276120805,0.01137346153846154,0.01845719599970693,1065,429,40.28,168,183,17.18,421,3.53,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E045,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Chaetocerotales;Chaetocerotaceae;Chaetoceros cf- neogracilis,Ochrophyta,34853359,4924,26453153,14866808,178345,41.23,8626,1186,0.6651525214899714,0.06261605372804194,0.03455793696275072,0.02324009116973701,16253,7244,44.57,2293,3070,18.89,3126,80.0,1.57,79.49,5.13,Eukaryota_Bacillariophyta,SPO,SRF,180-2000
TOPAZ_SPS4_E046,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,4188767,1117,912996,35282,0,60.37,3742,425,0.8142361904761903,0.0402059873504042,0.011082380952380951,0.0066698864163684405,2923,1831,62.64,913,989,33.84,1471,34.9,0.0,33.65,0.63,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Bathycoccaceae_Ostreococcus,SPO,SRF,180-2000
TOPAZ_SPS4_E047,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,15843330,3943,5208062,107768,0,38.6,4054,1429,0.8003490566037736,0.0911985816519995,0.2762113207547169,0.06466162545460567,5035,1263,25.08,122,164,3.26,336,3.53,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E048,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,45954588,11889,12669759,1601932,0,34.82,3768,4247,0.45228865217391295,0.09999638285158496,0.1181589347826087,0.028906207238390682,15294,5502,35.97,1532,1996,13.05,2470,36.86,0.39,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E049,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,4980541,1533,394253,16465,0,39.67,3133,631,0.07374299999999999,0.038279064839674436,0.0513898,0.011592650342350536,698,55,7.88,4,7,1.0,35,0.39,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E050,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,9431209,2589,1951523,207269,0,47.07,3530,966,0.7485251578947367,0.0762685460567241,0.007270736842105262,0.005053790915239614,4392,1938,44.13,876,986,22.45,1469,26.27,0.39,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E051,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,6857699,1761,1954169,269999,0,38.43,3805,633,0.6286162318840579,0.06685468730602821,0.0036108695652173907,0.002674349298687919,3903,997,25.54,132,165,4.23,539,2.75,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E052,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,9417281,2480,2449352,300547,0,47.48,3687,901,0.7033437894736843,0.08372875622702214,0.010440421052631578,0.0037833591077908735,4396,2021,45.97,974,1082,24.61,1598,30.98,0.0,24.34,1.59,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E053,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Branchiopoda;Phyllopoda;Diplostraca;Daphniidae;Daphnia pulex,Metazoa,56643288,2545,55290809,50430366,22310767,41.45,38273,422,0.5748253791887125,0.10111805407431873,0.01349798941798942,0.010371540094380452,14177,5375,37.91,2863,3452,24.35,3181,63.14,1.18,63.76,1.85,Eukaryota_Metazoa,SPO,SRF,180-2000
TOPAZ_SPS4_E054,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,12329276,3173,3482199,503554,0,41.12,3828,1125,0.5713164516129033,0.07699381925543101,0.02430008064516129,0.012715942146412735,5928,2423,40.87,573,685,11.56,1320,16.47,0.39,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E055,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,29782904,7428,9656364,1815447,0,36.27,3969,2541,0.509790134228188,0.08024639071092005,0.04183107382550336,0.015522565827001997,14398,4490,31.18,950,1194,8.29,1914,27.06,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E056,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,2513624,560,1084704,386260,0,36.27,4564,168,0.6428723076923076,0.1388679142291943,0.04917346153846154,0.02706054436064941,936,192,20.51,12,32,3.42,93,0.39,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS3_E050,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,10215897,2860,1866383,209340,0,41.06,3444,1092,0.3857380582524272,0.08721261516990134,0.0409852427184466,0.011484566583083665,3772,1036,27.47,206,242,6.42,607,2.75,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E051,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,34428417,9034,9008701,922491,0,39.41,3717,3281,0.6250640869565217,0.08203064822329803,0.13362379710144928,0.046279933527622434,13182,4951,37.56,1499,1989,15.09,2252,36.86,0.39,44.4,8.71,Eukaryota_Fungi_Basidiomycota_Agaricomycetes,SPO,SRF,20-180
TOPAZ_SPS3_E052,Eukaryota;Metazoa;Mollusca;Gastropoda;Aplysiida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Mollusca;Gastropoda;Heterobranchia;Aplysiida;Aplysiidae;Aplysia californica,Metazoa,14342465,4333,1445301,23086,0,34.78,3179,1761,0.4054371527777778,0.07000303060565778,0.07722180555555555,0.02089917404843157,4622,1239,26.81,266,365,7.9,832,7.45,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E053,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;Hymenoptera;Formicidae;-,Metazoa,2774930,755,620732,24399,0,45.64,3548,288,0.30046964285714284,0.12078434712572128,0.5650485714285713,0.12009307594868375,536,81,15.11,6,18,3.36,29,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E054,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,7554594,1887,2446611,741301,0,35.24,3768,624,0.7732667105263158,0.06680568482326693,0.03385157894736842,0.01894216106805076,4063,578,14.23,24,128,3.15,151,0.39,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E055,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,40398304,9452,15766910,3496362,0,36.28,4284,3099,0.5072685396039603,0.07973791527108126,0.037781435643564364,0.011909344069122757,18010,6187,34.35,1352,1753,9.73,2468,48.63,0.39,52.17,4.35,Eukaryota_Fungi_Ascomycota,SPO,SRF,20-180
TOPAZ_SPS3_E056,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,15385012,2144,11908014,6279067,64064,49.28,8602,560,0.7846964935064935,0.035615623423721605,0.011127727272727274,0.00696000807235008,8009,5213,65.09,2533,3008,37.56,3074,78.82,0.78,89.47,0.0,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E057,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,8476953,2386,1656952,214805,0,36.2,3377,895,0.3412314117647059,0.10624639288164027,0.08112317647058824,0.03797816190489925,2771,429,15.48,84,98,3.54,282,0.39,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E058,Eukaryota;Metazoa;Cnidaria;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,28865142,8433,3676579,179497,0,38.56,3307,3346,0.4334569896193772,0.07548275398439762,0.1305419723183391,0.02371144936645706,9709,3505,36.1,946,1136,11.7,1783,25.49,0.0,23.26,1.16,Eukaryota_Fungi_Basidiomycota,SPO,SRF,20-180
TOPAZ_SPS3_E059,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,4696089,1328,823658,86573,0,31.91,3401,510,0.3714155319148936,0.09856973377364082,0.6350876595744681,0.050967127337044345,1163,105,9.03,7,30,2.58,37,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E060,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,7233518,2296,345140,15882,0,39.67,3070,971,0.34306643835616435,0.07699489932171655,0.032381917808219175,0.009915740448941713,2103,592,28.15,139,171,8.13,454,2.75,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E061,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,6084598,1794,728269,60129,0,39.01,3281,717,0.5167072131147541,0.09323210547999693,0.03874163934426229,0.016221319222324383,2913,717,24.61,98,131,4.5,380,1.18,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E062,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,SAR,6287932,1698,1507187,200972,0,44.18,3543,622,0.7991174603174603,0.048639783865703945,0.009268253968253964,0.0046216717032179526,2558,416,16.26,42,44,1.72,229,2.75,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E063,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;-;Opisthokonta;-;-;-;-;-;-,Metazoa,4193260,1063,1313448,42751,0,34.33,4026,383,0.46765238095238104,0.09974250449961078,0.4768788095238095,0.111088519191687,951,114,11.99,6,18,1.89,48,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E064,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,52379865,11005,25835417,7434795,0,44.61,4941,3380,0.4854803625954198,0.07363164672146295,0.01067276717557252,0.0056782161898314976,18866,9290,49.24,2701,3754,19.9,3422,60.0,0.78,52.76,6.87,Eukaryota_Metazoa,SPO,SRF,20-180
TOPAZ_SPS3_E065,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,19040841,5669,2074721,217078,0,34.98,3211,2269,0.37982863874345546,0.10087087111245087,0.17224178010471206,0.03337038734874154,7718,822,10.65,140,208,2.69,453,3.92,0.0,2.91,0.26,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E066,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,5671763,1579,1129658,134575,0,41.74,3447,596,0.5646471929824561,0.06318701034493703,0.002760175438596491,0.0023289772555653253,2583,1027,39.76,280,335,12.97,696,7.84,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E067,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,7013764,1947,1271641,108478,0,45.15,3483,742,0.6305656338028168,0.08849868422245234,0.018093239436619724,0.0061618670059494255,3638,1552,42.66,587,673,18.5,1119,15.69,0.0,12.7,0.26,Eukaryota,SPO,SRF,20-180
